"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000101940",720.531285909376,0.20309866146453,0.0732764910705031,2.77167558786513,0.00557685855899494,0.0114825009000374,"64743","64743","64743"
"ENSG00000035141",395.4174240569,-0.272399424571211,0.098307481855829,-2.77089209721284,0.00559029487084161,0.0115085578721139,"84908","84908","84908"
"ENSG00000167632",229.655479996642,-0.332058293753121,0.119894814391835,-2.76958011434843,0.0056128598699532,0.0115533978719791,"83696","83696","83696"
"ENSG00000186300",82.2482499317547,0.563780844894254,0.203567444292857,2.76950396883299,0.00561417202817005,0.0115544850371694,"148254","148254","148254"
"ENSG00000138587",10.7312160248217,-1.59184615859155,0.574798724338446,-2.76939751462332,0.00561600693715648,0.0115566476179576,"55329","55329","55329"
"ENSG00000138829",3957.21929761824,-0.167936897363594,0.0606458758802596,-2.76913961462395,0.00562045450050815,0.0115641851777871,"2201","2201","2201"
"ENSG00000141179",151.009220778843,0.40603764825709,0.146674906363355,2.76828298939711,0.00563525007668224,0.0115930088819295,"58488","58488","58488"
"ENSG00000117707",8.89660727115213,1.81226658222087,0.654770515327481,2.76778892726174,0.00564379945416424,0.0116089764627317,"5629","5629","5629"
"ENSG00000154240",119.588065411878,-0.460327561839919,0.166370121199435,-2.76688842035587,0.00565941215966693,0.0116394664260635,"201134","201134","201134"
"ENSG00000181264",210.21283836353,0.386384961092105,0.139660323528618,2.76660508389077,0.00566433260966059,0.0116479606531572,"219902","219902","219902"
"ENSG00000111731",307.997913387798,-0.321461314995198,0.116231918040708,-2.76568880918417,0.00568027115854114,0.0116791066314982,"9847","9847","9847"
"ENSG00000079841",33.9637303030425,-0.845192487459763,0.305619024018621,-2.76551006657317,0.00568338508785756,0.0116838791218921,"22999","22999","22999"
"ENSG00000198755",5766.00378027098,-0.112252949837054,0.0405988879893401,-2.76492671096134,0.00569355861880251,0.0117031613561941,"4736","4736","4736"
"ENSG00000175198",178.318372170413,0.377128330142453,0.136403564655348,2.76479820080469,0.00569580200045382,0.0117061399920079,"5095","5095","5095"
"ENSG00000137486",202.644216536406,-0.363048868920047,0.131320075774776,-2.76461056527795,0.00569907895627413,0.0117112417258182,"408","408","408"
"ENSG00000196150",85.655241214499,0.563542919020346,0.203897857879014,2.76384913938004,0.00571239431721106,0.0117369674399912,"58500","58500","58500"
"ENSG00000101138",445.454077027171,-0.246443533939468,0.0891805762278619,-2.76342163690206,0.0057198825176243,0.0117507148793904,"1477","1477","1477"
"ENSG00000214193",40.7943647535694,-0.830493899576106,0.300690394687926,-2.76195686409618,0.00574560688580733,0.0118019169732444,"79729","79729","79729"
"ENSG00000181038",183.110321347466,0.376734234255143,0.136517646334109,2.7596010066943,0.00578719939281539,0.0118856946281094,"124512","124512","124512"
"ENSG00000198431",10978.6597834111,-0.110864703502415,0.0401776561648171,-2.75936214515912,0.00579143159899467,0.0118927294003042,"7296","7296","7296"
"ENSG00000075568",1908.65818459507,-0.141380495300356,0.0512518271358516,-2.75854546464467,0.00580592283065615,0.0119208262298984,"23505","23505","23505"
"ENSG00000081059",144.330889350211,0.420862679418715,0.152573396905974,2.75842766795105,0.00580801571835403,0.0119234622728934,"6932","6932","6932"
"ENSG00000153885",342.715253002828,-0.2853249400628,0.103449024022957,-2.75812113992958,0.00581346497391348,0.0119329870174843,"79047","79047","79047"
"ENSG00000111707",672.778430261018,-0.22491043645964,0.0815464139852016,-2.75806654723597,0.00581443597070057,0.0119333181083672,"64426","64426","64426"
"ENSG00000135414",849.35765277696,0.188549919481711,0.0683862403726178,2.75713240637817,0.00583107346246048,0.0119657979239408,"10220","10220","10220"
"ENSG00000076344",6.68984075370628,-2.16370462810195,0.7850932997625,-2.75598407062765,0.00585158466800037,0.0120062167391048,"8786","8786","8786"
"ENSG00000100350",258.84765293112,0.334571708273279,0.121488112445722,2.75394605725526,0.00588814721137577,0.0120795536750078,"80020","80020","80020"
"ENSG00000154518",2124.38968386404,-0.134978601084935,0.0490175357055463,-2.75367986460531,0.00589293795694003,0.0120876993193295,"518","518","518"
"ENSG00000160551",2790.3100937524,0.162343729774403,0.0589775054377411,2.75263812142376,0.00591172030413207,0.0121245385252294,"57551","57551","57551"
"ENSG00000182768",644.399262090308,-0.208349809421954,0.0757115692600994,-2.75188866718889,0.00592526611258494,0.0121506291870428,"51335","51335","51335"
"ENSG00000108830",16.955763497214,-1.23837231805184,0.450034393192179,-2.75172817185779,0.00592817057616141,0.0121548939832313,"8153","8153","8153"
"ENSG00000250571",82.8647465104485,0.565187938135576,0.205477691332807,2.75060486843876,0.00594853479711739,0.0121949514313418,"2738","2738","2738"
"ENSG00000143319",524.570887786958,-0.233041109912107,0.0847458223063246,-2.7498831632048,0.00596165173691073,0.0122201423224743,"81875","81875","81875"
"ENSG00000156374",136.654382653153,-0.425543097200417,0.154791268592592,-2.74914147981073,0.00597515892850272,0.0122461260309099,"84108","84108","84108"
"ENSG00000068308",1338.08676606254,0.162193010223941,0.0590129625631282,2.74843022921341,0.0059881377871247,0.0122710198424143,"55593","55593","55593"
"ENSG00000148334",620.891530351326,-0.22184687779059,0.0807229342735964,-2.74825091266725,0.005991413951589,0.0122760265283635,"80142","80142","80142"
"ENSG00000037042",114.886479271751,-0.464181724431114,0.168906326643857,-2.7481606737553,0.0059930632530464,0.0122776989468165,"27175","27175","27175"
"ENSG00000169710",4832.13288594737,0.1656024555035,0.0602813675033739,2.74715824079855,0.0060114123058692,0.0123135781186797,"2194","2194","2194"
"ENSG00000131788",935.959342258989,0.190931885613432,0.069541151239763,2.74559569707352,0.00604011486968769,0.0123706521608473,"10401","10401","10401"
"ENSG00000168334",3.89335446916111,-3.46723385590848,1.26294093301207,-2.74536501690482,0.00604436270564431,0.0123769675185852,"165904","165904","165904"
"ENSG00000145990",88.9445229177702,-0.539240587133893,0.196420540989698,-2.74533704273921,0.00604487801592999,0.0123769675185852,"54438","54438","54438"
"ENSG00000156304",617.464268770024,0.227420733330284,0.0828991842479211,2.74334102794247,0.00608174879090609,0.0124493864406794,"57466","57466","57466"
"ENSG00000183049",301.697950791828,0.32738682069026,0.119340390142997,2.74330275188455,0.00608245780897553,0.0124493864406794,"57118","57118","57118"
"ENSG00000162068",4.72805429702073,-2.76346317598324,1.00735537419866,-2.74328528616978,0.00608278136513316,0.0124493864406794,"4917","4917","4917"
"ENSG00000044115",8489.48038457755,0.105014005721527,0.038292011140671,2.74245208317065,0.00609823465372117,0.0124776892060172,"1495","1495","1495"
"ENSG00000214376",2.87229709981023,-4.0198325993502,1.46578241058477,-2.74244838137094,0.0060983033892619,0.0124776892060172,"387804","387804","387804"
"ENSG00000168724",965.041260291268,0.176172984496729,0.0642403927280765,2.74240204667572,0.00609916379746969,0.0124777173857729,"134218","134218","134218"
"ENSG00000166902",373.030678309001,-0.263876622506776,0.096238708464161,-2.74189696347643,0.00610854999187425,0.0124951852574938,"54948","54948","54948"
"ENSG00000204237",128.015249771093,0.447184624493877,0.163105805451556,2.74168429048772,0.00611250608304708,0.0125015424163125,"339229","339229","339229"
"ENSG00000135049",133.543636378092,-0.436142672004013,0.159094925430355,-2.74139901586577,0.00611781631572722,0.0125106669711652,"23287","23287","23287"
"ENSG00000065989",290.487979196091,-0.304405354870787,0.111075070550656,-2.74053712828354,0.00613388513511148,0.0125417867815307,"5141","5141","5141"
"ENSG00000093010",1602.59085497302,0.172547225321101,0.062966031286755,2.74032238962783,0.00613789457984749,0.0125482439059221,"1312","1312","1312"
"ENSG00000120656",339.971968422048,0.27456801822348,0.100202816570915,2.74012275921569,0.00614162405120791,0.012553649911072,"6883","6883","6883"
"ENSG00000131669",500.253444697189,0.241446610539905,0.0881167045784791,2.74007762427006,0.00614246753964243,0.012553649911072,"4814","4814","4814"
"ENSG00000123352",1173.82708616905,0.167034579082906,0.0609605442300634,2.74004409233162,0.00614309425693115,0.012553649911072,"65244","65244","65244"
"ENSG00000110107",1335.42641467856,-0.167255589553884,0.0610591786642721,-2.7392374613082,0.00615818768428366,0.0125827492154405,"27339","27339","27339"
"ENSG00000113119",33.5547464444356,-0.842104345988032,0.307492651893211,-2.73861616140501,0.00616983601186183,0.0126048022099833,"55374","55374","55374"
"ENSG00000189221",5.6792187186349,-2.37228330483469,0.866252243312376,-2.73855949366844,0.0061708994232514,0.0126052274012307,"4128","4128","4128"
"ENSG00000160539",18.848180737563,-1.14840940648423,0.419384473031955,-2.73832123106935,0.00617537240067217,0.0126126161919493,"84814","84814","84814"
"ENSG00000198894",241.994869503653,0.319491793136227,0.116715322456047,2.73735946928941,0.0061934575441008,0.0126478006491558,"85457","85457","85457"
"ENSG00000263465",447.692948046166,0.246877764224195,0.0902010374077798,2.73697255950741,0.00620074650747114,0.0126609312866597,"10929","10929","10929"
"ENSG00000105993",2586.05506020225,-0.129360088841131,0.0472778886822326,-2.73616467331262,0.0062159911194572,0.0126903001965037,"10049","10049","10049"
"ENSG00000142657",3988.34288412843,0.123940918678978,0.0453004910835297,2.73597295999381,0.0062196136524304,0.012695937120432,"5226","5226","5226"
"ENSG00000162894",6.07172598409682,2.28135790156555,0.83404957484004,2.7352785378532,0.00623275107320768,0.0127209922887321,"9214","9214","9214"
"ENSG00000156052",1172.11071726621,-0.173873767311853,0.0635919368495655,-2.7342109066936,0.0062529977811733,0.0127605485044215,"2776","2776","2776"
"ENSG00000170989",150.69500687987,-0.418392799040985,0.153055690551883,-2.73359845382003,0.0062646391303768,0.0127825351659274,"1901","1901","1901"
"ENSG00000164796",1.97686173942908,4.35024547858523,1.591460727253,2.73349219625051,0.00626666083226603,0.0127848902749082,"114788","114788","114788"
"ENSG00000137764",230.483614371556,0.329827695523919,0.120734347857372,2.73184641634506,0.00629804922812483,0.0128471487230593,"5607","5607","5607"
"ENSG00000135976",47.1843742199499,0.736595528691122,0.269654478758523,2.73162727384457,0.00630223938330995,0.0128539169708306,"375248","375248","375248"
"ENSG00000137200",775.686196186268,-0.194258550323247,0.0711205632285974,-2.73139780542593,0.00630662966633336,0.0128610914656733,"23070","23070","23070"
"ENSG00000179979",85.3588267643239,0.529900103400828,0.194027339808483,2.73105895243357,0.00631311777335372,0.0128725414697962,NA,NA,NA
"ENSG00000158715",143.66638785288,0.415201062305293,0.152042029106912,2.73083084160456,0.00631748885392611,0.0128796722546912,"85414","85414","85414"
"ENSG00000189129",113.933240756832,0.468530293821058,0.171579860803694,2.73068349412586,0.00632031378762905,0.0128836493225556,"219348","219348","219348"
"ENSG00000134318",1981.6775907161,0.147923745756302,0.0541951346718237,2.72946541515299,0.0063437102789293,0.0129295536012806,"9475","9475","9475"
"ENSG00000088899",119.415802344452,-0.463637858386503,0.1699008995562,-2.72887229907302,0.00635513086527616,0.0129510396422069,"9762","9762","9762"
"ENSG00000099991",1447.67953056683,0.156929871834094,0.0575139712313058,2.72855218435472,0.00636130243274257,0.0129618243127001,"23523","23523","23523"
"ENSG00000187902",3.12131095600446,3.95445107722155,1.44948489805384,2.72817680441585,0.00636854634162419,0.0129747907081639,"729956","729956","729956"
"ENSG00000115602",6.50423948845808,2.16375726224274,0.793425724090009,2.7271075244307,0.00638922151973076,0.0130151135808973,"9173","9173","9173"
"ENSG00000189001",55.1441569620451,0.736897381181566,0.27026365695142,2.72658702799254,0.00639930747340967,0.0130338575930226,"374897","374897","374897"
"ENSG00000139182",515.79767770239,0.24495218294697,0.0898624060812219,2.72585827187368,0.00641345306398208,0.0130608637912074,"9746","9746","9746"
"ENSG00000148925",743.289206743688,-0.204975437116613,0.0752431883349419,-2.72417266801844,0.00644627949130329,0.0131259004065803,"84280","84280","84280"
"ENSG00000130299",130.053673607977,-0.433158079450545,0.159048681206014,-2.72343081480493,0.00646077461403392,0.013153598046917,"84705","84705","84705"
"ENSG00000188690",795.190057363452,-0.192829008730034,0.0708160267297053,-2.72295718405714,0.00647004424837181,0.0131706508470309,"7390","7390","7390"
"ENSG00000041988",128.326371358964,-0.430757756205682,0.158290060696422,-2.72131904119877,0.00650219738112461,0.0132342749624381,"90326","90326","90326"
"ENSG00000011143",72.0920514131144,-0.582402307714509,0.214042661998876,-2.72096367273534,0.00650919142362367,0.0132466809170624,"54903","54903","54903"
"ENSG00000152580",5.06539953075312,2.64058980502346,0.970551635947356,2.7207102715828,0.00651418276939039,0.0132550083743305,"285313","285313","285313"
"ENSG00000197951",237.564048559763,0.33877881940291,0.124527240949192,2.72051975793099,0.00651793766123894,0.0132608179529734,"58491","58491","58491"
"ENSG00000120697",340.001414791335,0.281830331618569,0.103601546076325,2.72032939943714,0.00652169143930455,0.0132666236621767,"29880","29880","29880"
"ENSG00000131037",22.9923988887673,1.08386006943721,0.39850914245882,2.71978721178075,0.00653239377817698,0.0132865607925438,"54869","54869","54869"
"ENSG00000177465",8.75749716232776,1.7909092354774,0.658705786818648,2.71883027493497,0.00655132147458681,0.013323220076233,"122970","122970","122970"
"ENSG00000115042",231.577139546525,-0.328842136447636,0.121019283944522,-2.71727055167823,0.00658227769480188,0.0133843279064556,"51011","51011","51011"
"ENSG00000005469",426.57226242562,-0.261397290882783,0.0962072674484642,-2.71702229795485,0.00658721696515305,0.0133925236077287,"54677","54677","54677"
"ENSG00000151572",414.008388284546,-0.252570603084644,0.0929722120422988,-2.71662465091972,0.0065951355187237,0.0134067734172345,"121601","121601","121601"
"ENSG00000092098",249.457519676535,0.318453736911757,0.117227070714975,2.71655458905088,0.00659653158399502,0.0134077620307431,"55072","55072","55072"
"ENSG00000096080",123.137096375516,-0.443391889213457,0.163263527379975,-2.71580490957737,0.00661148647386459,0.0134363055228649,"55168","55168","55168"
"ENSG00000182704",413.734254738548,-0.261316690403631,0.0962550326112174,-2.71483665128568,0.00663084676864383,0.0134737928686437,"25987","25987","25987"
"ENSG00000148985",184.475342680387,-0.383099781174656,0.141127626092348,-2.71456263937985,0.0066363348743001,0.0134830856599717,"27315","27315","27315"
"ENSG00000138326",6953.23351771025,-0.111336838436446,0.0410209470396678,-2.71414597836519,0.00664468788480247,0.0134981957334554,"6229","6229","6229"
"ENSG00000070423",585.830464716327,0.227046347905967,0.0836708958630266,2.71356420370655,0.00665636682454525,0.0135186370855405,"55658","55658","55658"
"ENSG00000159423",214.304092213007,0.339568373104161,0.125137902173379,2.71355334560178,0.0066565849728435,0.0135186370855405,"8659","8659","8659"
"ENSG00000167981",91.1040050332494,0.515085983624295,0.1898290153399,2.71342072075759,0.00665925003434423,0.0135221861402818,"146434","146434","146434"
"ENSG00000163689",26.7846086448771,-0.96876294438321,0.357136943414823,-2.7125811603813,0.00667614304854664,0.0135530488919039,"200844","200844","200844"
"ENSG00000127580",171.540604997076,0.386354312485255,0.142430886184888,2.71257395663278,0.0066762881636058,0.0135530488919039,"84219","84219","84219"
"ENSG00000125945",248.24896229634,0.319517535806472,0.117812074597376,2.71209497751761,0.00668594326650128,0.0135707797633516,"80818","80818","80818"
"ENSG00000180773",399.727960886378,0.276010750497824,0.101790659889809,2.71155281630566,0.00669688711696994,0.0135911212241673,"120103","120103","120103"
"ENSG00000125351",244.304016383754,0.319320801759148,0.117782784177727,2.71109911340957,0.0067060577565229,0.0136078589034331,"65109","65109","65109"
"ENSG00000138311",97.0058495107621,-0.488963855935653,0.180404293620609,-2.71037815188559,0.00672065368456583,0.0136355993947042,"22891","22891","22891"
"ENSG00000053254",1109.35060324811,-0.180942068556844,0.0667676230084637,-2.71002711200168,0.00672777084886304,0.0136481606015889,"1112","1112","1112"
"ENSG00000153922",649.837107395665,-0.210329299672296,0.0776142901369723,-2.70993008247722,0.00672973927037615,0.0136502748922108,"1105","1105","1105"
"ENSG00000186834",705.155752022753,0.207371573697131,0.076526699822979,2.7097937605675,0.00673250568440594,0.013654006987309,"10614","10614","10614"
"ENSG00000135249",405.183100791201,-0.265596478528167,0.0980497920648514,-2.70879185906379,0.00675286890018232,0.0136934207279702,"60561","60561","60561"
"ENSG00000165915",2211.58454129263,-0.143331659027418,0.0529537896815987,-2.70673090423263,0.0067949310626439,0.0137768185446754,"91252","91252","91252"
"ENSG00000196196",15.2656309134148,-1.34694262808917,0.497651576931013,-2.70659772927011,0.00679765712051295,0.013778999097686,"646962","646962","646962"
"ENSG00000100897",508.270340323975,0.225292644636759,0.0832386481837763,2.70658701880108,0.00679787640380478,0.013778999097686,"80344","80344","80344"
"ENSG00000204882",10.5536903174088,-1.55833442744927,0.575798766077951,-2.70638722980227,0.00680196799600206,0.0137853966343617,"2843","2843","2843"
"ENSG00000133627",50.9554644492133,-0.69984079551097,0.258645744346541,-2.70578894417572,0.00681423386651621,0.0138083567612699,"57180","57180","57180"
"ENSG00000203705",126.535032047641,0.442788770677442,0.163722593993154,2.70450620087266,0.0068405992957945,0.0138598779792988,"128387","128387","128387"
"ENSG00000152402",4.13386759039514,3.43246322408648,1.27012945399512,2.70245148105956,0.00688302292964208,0.013943916417466,"2977","2977","2977"
"ENSG00000156508",110819.879776256,0.0948362461189411,0.0350975034351979,2.70207954517453,0.0068907274769911,0.013957606041217,"1915","1915","1915"
"ENSG00000138741",30.324374229935,0.907985508530934,0.336126663155389,2.70131949666599,0.00690649576612712,0.0139876232789861,"7222","7222","7222"
"ENSG00000186897",2.86015202904957,-4.04401243537714,1.49756738138943,-2.70038763239163,0.00692587284880098,0.0140249400997017,"338761","338761","338761"
"ENSG00000170144",4660.48072185738,-0.108569016979675,0.040229218591372,-2.69876027378171,0.00695982910357009,0.0140917655348834,"220988","220988","220988"
"ENSG00000057757",425.161325136574,-0.27554580732304,0.102132516773588,-2.69792438321952,0.00697732875333635,0.0141252570283889,"57095","57095","57095"
"ENSG00000188171",38.9943717028776,0.80673326720265,0.299141614409882,2.69682728293787,0.00700035688628632,0.0141699299258464,"199777","199777","199777"
"ENSG00000172197",14.3384166783033,-1.3360264510275,0.495532351490138,-2.6961437472445,0.00701473878783432,0.0141970914934224,"154141","154141","154141"
"ENSG00000168137",1698.42568076739,0.172885891613616,0.0641256064229263,2.69605078622392,0.00701669677832113,0.0141991043689272,"55209","55209","55209"
"ENSG00000120645",8.29103224585271,1.86434890092871,0.691542330396226,2.6959288231286,0.00701926636905674,0.0142023541662765,"440073","440073","440073"
"ENSG00000056277",86.8188104820535,0.57136828473574,0.211962248090893,2.69561344004394,0.00702591496514675,0.0142138551484328,"55609","55609","55609"
"ENSG00000105849",371.62532636597,-0.268296588477015,0.0995535203197096,-2.69499850548125,0.00703889467636302,0.0142363152922288,"221830","221830","221830"
"ENSG00000038382",7548.1850849265,-0.134896320537599,0.0500543688044496,-2.69499593661057,0.0070389489438507,0.0142363152922288,"7204","7204","7204"
"ENSG00000168297",475.702369039029,-0.245379573516454,0.0910728805449799,-2.69432098829095,0.00705322027593901,0.0142632217929184,"54899","54899","54899"
"ENSG00000105447",696.360403069832,-0.201815417429828,0.0749122741057826,-2.69402337385789,0.0070595213846247,0.0142740055105774,"83743","83743","83743"
"ENSG00000125898",48.0913880256568,-0.696883022089136,0.258695287254417,-2.69383733072716,0.00706346286671386,0.0142800158751206,"83541","83541","83541"
"ENSG00000119705",373.89743956839,-0.266654890105084,0.0989893376674519,-2.69377385876541,0.00706480802624768,0.0142807763942996,"81892","81892","81892"
"ENSG00000196104",3.0537154881243,3.92329504483987,1.45671973456228,2.6932394418469,0.00707614303396476,0.0143017273772041,"50859","50859","50859"
"ENSG00000172809",2505.23251266701,-0.136129098181479,0.0505542548508038,-2.6927327597494,0.00708690486192392,0.0143215143089311,"6169","6169","6169"
"ENSG00000136840",468.875963902449,0.246736222052289,0.0916413693574616,2.69241090331,0.00709374865927661,0.0143317415417402,"27090","27090","27090"
"ENSG00000253626",34.0460478310293,-0.827149413310086,0.307216016360412,-2.69240329039262,0.00709391060842683,0.0143317415417402,"143244","143244","143244"
"ENSG00000133111",37.4679830985163,-0.794239639954853,0.295073018463181,-2.69167151944784,0.00710949303285681,0.0143612538813382,"5994","5994","5994"
"ENSG00000101306",1.88837168307933,-4.42603663601009,1.64499940135003,-2.69060075789554,0.00713234934890312,0.0144054494592482,"85366","85366","85366"
"ENSG00000024862",109.001999008948,-0.505194602707987,0.18777738017412,-2.6903911548853,0.00713683121602226,0.0144125265088704,"25901","25901","25901"
"ENSG00000128285",5.95889202474409,-2.18782460472595,0.813260587428296,-2.69018889953136,0.00714115836750878,0.0144192892204883,"2847","2847","2847"
"ENSG00000115598",5.94873065008552,2.25668259266935,0.839177004353842,2.68916162020786,0.00716317287291409,0.0144616053430628,"8808","8808","8808"
"ENSG00000145592",5435.99046083073,-0.117787432857413,0.0438014878722433,-2.68911944728831,0.00716407793524914,0.0144616053430628,"6167","6167","6167"
"ENSG00000064547",46.9975563664405,0.730567863903237,0.271753696219252,2.68834563822754,0.00718070268628551,0.0144931794289887,"9170","9170","9170"
"ENSG00000188581",1.7950329852174,-4.40514513135872,1.63867324078665,-2.68823888845834,0.00718299884704627,0.0144958287015977,"81851","81851","81851"
"ENSG00000121542",166.49510929681,-0.431678920663101,0.160596340908945,-2.68797482072058,0.00718868170966114,0.0145053109305841,"26984","26984","26984"
"ENSG00000142669",7227.84113612995,-0.104733833378689,0.0389772130699166,-2.68705289910848,0.00720855355046481,0.0145434171426079,"83442","83442","83442"
"ENSG00000137960",9.51419228215521,-1.6621819928578,0.618613883074119,-2.68694582895199,0.00721086461936978,0.0145460885245376,"54810","54810","54810"
"ENSG00000198885",7.44168135006808,-1.89271712099089,0.704506367174981,-2.68658625269854,0.00721863080447375,0.0145597619811597,"150771","150771","150771"
"ENSG00000197724",656.178831163205,0.203228943063226,0.075652196285425,2.68635879778654,0.0072235472871718,0.0145676847178897,"5253","5253","5253"
"ENSG00000101911",287.321862217054,-0.293456298116909,0.10926942517392,-2.68562132224843,0.00723950864085918,0.0145978763646166,"5634","5634","5634"
"ENSG00000109016",182.276486518224,-0.368828659145079,0.137351849087555,-2.68528353710017,0.00724682996597386,0.0146106402241481,"25979","25979","25979"
"ENSG00000138303",232.015490538043,-0.326873856671927,0.121737945751243,-2.68506138044957,0.00725164872224526,0.0146183557472918,"51008","51008","51008"
"ENSG00000104998",141.322164787073,-0.429977653097076,0.160182940029587,-2.68429117993249,0.007268377263684,0.0146500744135906,"9466","9466","9466"
"ENSG00000120328",12.2006888721628,1.52067351654091,0.566574502665205,2.68397802828677,0.00727518872683625,0.0146617983667596,"56124","56124","56124"
"ENSG00000160602",31.9071209804137,0.869622068126889,0.324133353274598,2.68291448362664,0.00729836501426985,0.0147064948838268,"284086","284086","284086"
"ENSG00000135372",742.340626424688,-0.193467831642187,0.0721360629030213,-2.68198490264547,0.00731867625816252,0.014745406793274,"55226","55226","55226"
"ENSG00000123119",23.7535171050479,-1.00555139989488,0.375137979523004,-2.6804841279293,0.00735157507505466,0.0148096655899611,"64168","64168","64168"
"ENSG00000122694",582.806228366661,-0.225093726815421,0.0839955248064778,-2.6798299949197,0.00736595594043652,0.0148366077149315,"152007","152007","152007"
"ENSG00000178531",354.118760586061,0.278237431318919,0.103852002621296,2.67917251758286,0.00738043575473667,0.0148637417536634,"404217","404217","404217"
"ENSG00000125818",1344.10588967889,-0.154881053613676,0.0578213082851199,-2.67861551748274,0.0073927227028291,0.0148864526840136,"9491","9491","9491"
"ENSG00000234465",7.08971621823787,2.21141864003635,0.825610435249965,2.67852554378969,0.00739470916635258,0.0148884185373913,"390940","390940","390940"
"ENSG00000250091",59.7276068317637,-0.663715518412456,0.247798703912818,-2.67844628697481,0.00739645941638035,0.0148899083292738,NA,NA,NA
"ENSG00000160439",88.2011067606886,0.508049842824893,0.18978475998073,2.67697913613547,0.00742892608923014,0.0149532248979888,"112724","112724","112724"
"ENSG00000159228",664.677102471361,-0.203194597639572,0.0759425208268956,-2.67563672402628,0.00745874433254597,0.0150111940424775,"873","873","873"
"ENSG00000160410",1074.61170117654,0.174456760175352,0.0652103523615196,2.67529240155278,0.00746640984989972,0.0150245696843012,"92799","92799","92799"
"ENSG00000149289",259.427999327928,-0.317273361918219,0.118602502521245,-2.67509837628752,0.00747073247057625,0.0150312157203212,"85463","85463","85463"
"ENSG00000180901",651.94410814003,0.20211974277838,0.0755867815230921,2.67400911516032,0.00749504142950483,0.015078067238335,"23510","23510","23510"
"ENSG00000138640",344.329309789752,0.272759886259064,0.102020411221175,2.67358152152254,0.00750460337578504,0.015095242875982,"10144","10144","10144"
"ENSG00000188611",28.3141396375455,0.920001780379464,0.344168863479352,2.67311159725132,0.00751512454504244,0.0151143430055725,"56624","56624","56624"
"ENSG00000253710",176.099448479644,-0.373885749076575,0.139880798776861,-2.67288829021487,0.00752012881720471,0.0151223439088502,"440138","440138","440138"
"ENSG00000111981",80.1884942527823,0.578110352895435,0.216312983110261,2.67256428432109,0.00752739504640274,0.015134890613081,"80329","80329","80329"
"ENSG00000134574",417.560162477074,0.254491994651157,0.0952870609792281,2.67079278168349,0.00756723458181445,0.0152129181921677,"1643","1643","1643"
"ENSG00000132963",1712.99143279824,-0.152032530373015,0.056953857175209,-2.66939831494313,0.00759872777337743,0.0152741475619253,"51371","51371","51371"
"ENSG00000163932",248.677176306165,-0.315363322430861,0.118142787608493,-2.66934045500878,0.00760003704026994,0.0152746960179324,"5580","5580","5580"
"ENSG00000124299",995.957420044314,0.175951391954329,0.0659205944823237,2.66914146233177,0.00760454143278348,0.0152816650717702,"5184","5184","5184"
"ENSG00000113552",622.582257340487,0.220461617464598,0.0826151921027081,2.66853603863219,0.00761826050703477,0.0153071470146801,"10007","10007","10007"
"ENSG00000123685",18.7612704027946,-1.12252134846974,0.420706792155241,-2.66817976177464,0.00762634420839121,0.0153213005647859,"55509","55509","55509"
"ENSG00000177000",285.501117306741,0.292840334621664,0.109822673616955,2.66648338614526,0.00766493948067273,0.0153967395483378,"4524","4524","4524"
"ENSG00000007968",10.9033004581876,-1.50752173024517,0.565388398741749,-2.66634712279223,0.00766804727399005,0.0154008831730806,"1870","1870","1870"
"ENSG00000120738",2756.33490874528,0.409362825676274,0.153573232501193,2.66558708838204,0.00768540230088733,0.0154336366140452,"1958","1958","1958"
"ENSG00000119514",24.0079010865644,-0.99707491627389,0.37423348170347,-2.66431242799365,0.00771458761127208,0.0154901351791455,"79695","79695","79695"
"ENSG00000197555",1132.07337406173,0.171985640977317,0.0645875703597921,2.66282877679486,0.00774868314446245,0.015556476254337,"26037","26037","26037"
"ENSG00000212907",11688.8894929089,0.112338763164413,0.0421938261708531,2.66244551298869,0.00775751278180729,0.0155720816369213,"4539","4539","4539"
"ENSG00000121988",56.7284865025126,-0.665283687074748,0.24989827897934,-2.66221796241242,0.00776275935976596,0.0155804912766214,"84083","84083","84083"
"ENSG00000189067",1965.50837593157,-0.141725480261387,0.0532455238289094,-2.6617351106693,0.0077739028871134,0.015600732672968,"9516","9516","9516"
"ENSG00000164180",173.301362058793,0.367628221067231,0.138130906533126,2.66144797202984,0.00778053643021031,0.0156105181135712,"153396","153396","153396"
"ENSG00000159314",16.1347950096162,1.20925170176946,0.454361239146476,2.66143235290285,0.00778089741228755,0.0156105181135712,"201176","201176","201176"
"ENSG00000165801",1432.96666400138,-0.154412953432772,0.0580308930300942,-2.66087501622101,0.00779378814646788,0.015634252035204,"55701","55701","55701"
"ENSG00000138433",499.775257395113,0.225781096466083,0.0848743124905468,2.6601817421641,0.00780984970143782,0.0156643392623558,"9541","9541","9541"
"ENSG00000198752",3416.77435755164,0.113847409706238,0.0428053837049224,2.65965165716166,0.00782215054287495,0.0156868764050743,"9578","9578","9578"
"ENSG00000136925",208.851902341288,0.332495778068447,0.125058399817321,2.65872407254642,0.00784371729411707,0.0157278329964584,"158427","158427","158427"
"ENSG00000135297",280.360985111643,-0.30166430374737,0.113463872884409,-2.65868153517632,0.00784470758291261,0.0157278329964584,"25821","25821","25821"
